language client is not ready, cannot initialize chat state
I0411 07:50:58.972273    1749 serve.go:43] cloudcode_cli (Mar 25 2025 19:59:47 -0700, cl:740584268 baseline:740583863)
I0411 07:51:00.867072    1749 experiments.go:188] Extracted experiment flag "DuetAiRemoteRag__multi_query_tail_ns_for_completion" to multiQueryTailNS with value []
I0411 07:51:00.867089    1749 experiments.go:208] Applied experiment flag "DuetAiLocalRag__substrings_to_identify_doc_prompts" to substringsToIdentifyDocPrompts with value [document comment]
I0411 07:51:00.867108    1749 experiments.go:212] Applied experiment flag "DuetAiLocalRag__substrings_to_identify_test_prompts" to substringsToIdentifyTestPrompts with value [test]
I0411 07:51:00.867156    1749 configuration.go:498] Repopulating context cache from document cache
I0411 07:51:00.868107    1749 client.go:442] CompleteCode request: {"enablePromptEnhancement":true,"ideContext":{"currentFile":{"segments":[{"content":"Code Assist healthcheck id: ed238dfd-9bb3-4aa0-86ca-719fdf772e0d\nPi = "},{"isSelected":true},{}]}},"metadata":{"ideName":"Code OSS for Cloud Shell","ideType":"CLOUD_SHELL","ideVersion":"1.94.2-cde","platform":"LINUX_AMD64","pluginType":"CLOUD_CODE","pluginVersion":"2.30.0"},"project":"cloudshell-gca","requestId":"cloudcode-740584268-73392e78-0ef7-4911-b5a8-c72268e3e329"}
W0411 07:51:01.235722    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/logs/20250411T075034/exthost1/output_logging_20250411T075041/5-Gemini%20Code%20Assist.log
W0411 07:51:01.308548    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/logs/20250411T075034/exthost1/output_logging_20250411T075041/5-Gemini%20Code%20Assist.log
W0411 07:51:01.363478    1749 rag_cache.go:773] Tokenization failed for URI file:///home/huseyinbagci973/homer.yaml: tokenizeFunc returned no words
I0411 07:51:01.592236    1749 conversation.go:905] Starting getChatIDEContext with detected intent: 
I0411 07:51:01.592289    1749 document.go:444] NoneEditType, returning ReasonRecentlyOpened
I0411 07:51:01.592338    1749 ide_context.go:117] Unable to read file at /home/huseyinbagci973/.aiexclude
/home/huseyinbagci973
file:///home/huseyinbagci973
I0411 07:51:01.592353    1749 conversation.go:950] Unable to retrieve excluded files for request #8: open /home/huseyinbagci973/.aiexclude: no such file or directory
I0411 07:51:01.592382    1749 rag_cache.go:1105] Retrieving and scoring colocated and open files
I0411 07:51:01.592391    1749 rag_cache.go:1138] rerankByLangBoost=0
W0411 07:51:02.032834    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/User/workspaceStorage/-3667ed1a/vscode.lock
W0411 07:51:02.032869    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/logs/20250411T075034/exthost1/output_logging_20250411T075041/5-Gemini%20Code%20Assist.log
W0411 07:51:02.032881    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/logs/20250411T075034/exthost1/output_logging_20250411T075041/5-Gemini%20Code%20Assist.log
W0411 07:51:02.032890    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/logs/20250411T075034/exthost1/output_logging_20250411T075041/1-EditorConfig.log
W0411 07:51:02.032897    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/logs/20250411T075034/exthost1/vscode.git/Git.log
W0411 07:51:02.032903    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/logs/20250411T075034/exthost1/output_logging_20250411T075041/5-Gemini%20Code%20Assist.log
W0411 07:51:02.603429    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/logs/20250411T075034/exthost1/output_logging_20250411T075041/5-Gemini%20Code%20Assist.log
W0411 07:51:02.603454    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/User/workspaceStorage/-3667ed1a/vscode.lock
W0411 07:51:03.047106    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/logs/20250411T075034/exthost1/output_logging_20250411T075041/5-Gemini%20Code%20Assist.log
W0411 07:51:03.592282    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/logs/20250411T075034/exthost1/output_logging_20250411T075041/5-Gemini%20Code%20Assist.log
W0411 07:51:03.592309    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/User/workspaceStorage/-3667ed1a/vscode.lock
W0411 07:51:04.042832    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/logs/20250411T075034/exthost1/output_logging_20250411T075041/5-Gemini%20Code%20Assist.log
W0411 07:51:04.594242    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/logs/20250411T075034/exthost1/output_logging_20250411T075041/5-Gemini%20Code%20Assist.log
W0411 07:51:04.594268    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/User/workspaceStorage/-3667ed1a/vscode.lock
W0411 07:51:05.039646    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/logs/20250411T075034/exthost1/output_logging_20250411T075041/5-Gemini%20Code%20Assist.log
W0411 07:51:05.595315    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/logs/20250411T075034/exthost1/output_logging_20250411T075041/5-Gemini%20Code%20Assist.log
W0411 07:51:05.595338    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/User/workspaceStorage/-3667ed1a/vscode.lock
W0411 07:51:06.037979    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/logs/20250411T075034/exthost1/output_logging_20250411T075041/5-Gemini%20Code%20Assist.log
W0411 07:51:06.595415    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/logs/20250411T075034/exthost1/output_logging_20250411T075041/5-Gemini%20Code%20Assist.log
W0411 07:51:06.595438    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/User/workspaceStorage/-3667ed1a/vscode.lock
W0411 07:51:07.038850    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/logs/20250411T075034/exthost1/output_logging_20250411T075041/5-Gemini%20Code%20Assist.log
W0411 07:51:08.547153    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/logs/20250411T075034/exthost1/output_logging_20250411T075041/5-Gemini%20Code%20Assist.log
W0411 07:51:08.547199    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/User/workspaceStorage/-3667ed1a/vscode.lock
W0411 07:51:08.547209    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/User/workspaceStorage/-3667ed1a/vscode.lock
W0411 07:51:08.989117    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/logs/20250411T075034/exthost1/output_logging_20250411T075041/5-Gemini%20Code%20Assist.log
W0411 07:51:09.599142    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/logs/20250411T075034/exthost1/output_logging_20250411T075041/5-Gemini%20Code%20Assist.log
W0411 07:51:09.599170    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/User/workspaceStorage/-3667ed1a/vscode.lock
W0411 07:51:10.043001    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/logs/20250411T075034/exthost1/output_logging_20250411T075041/5-Gemini%20Code%20Assist.log
W0411 07:51:10.601665    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/logs/20250411T075034/exthost1/output_logging_20250411T075041/5-Gemini%20Code%20Assist.log
W0411 07:51:10.601690    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/User/workspaceStorage/-3667ed1a/vscode.lock
W0411 07:51:11.062565    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/logs/20250411T075034/exthost1/output_logging_20250411T075041/5-Gemini%20Code%20Assist.log
W0411 07:51:11.599799    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/logs/20250411T075034/exthost1/output_logging_20250411T075041/5-Gemini%20Code%20Assist.log
W0411 07:51:11.599824    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/User/workspaceStorage/-3667ed1a/vscode.lock
W0411 07:51:12.044010    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/logs/20250411T075034/exthost1/output_logging_20250411T075041/5-Gemini%20Code%20Assist.log
W0411 07:51:13.553838    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/logs/20250411T075034/exthost1/output_logging_20250411T075041/5-Gemini%20Code%20Assist.log
W0411 07:51:13.553862    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/User/workspaceStorage/-3667ed1a/vscode.lock
W0411 07:51:13.553871    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/User/workspaceStorage/-3667ed1a/vscode.lock
W0411 07:51:13.996759    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/logs/20250411T075034/exthost1/output_logging_20250411T075041/5-Gemini%20Code%20Assist.log
W0411 07:51:14.600230    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/logs/20250411T075034/exthost1/output_logging_20250411T075041/5-Gemini%20Code%20Assist.log
W0411 07:51:14.600255    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/User/workspaceStorage/-3667ed1a/vscode.lock
W0411 07:51:15.053924    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/logs/20250411T075034/exthost1/output_logging_20250411T075041/5-Gemini%20Code%20Assist.log
W0411 07:51:15.604836    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/logs/20250411T075034/exthost1/output_logging_20250411T075041/5-Gemini%20Code%20Assist.log
W0411 07:51:15.604860    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/User/workspaceStorage/-3667ed1a/vscode.lock
W0411 07:51:16.047223    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/logs/20250411T075034/exthost1/output_logging_20250411T075041/5-Gemini%20Code%20Assist.log
W0411 07:51:16.608695    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/logs/20250411T075034/exthost1/output_logging_20250411T075041/5-Gemini%20Code%20Assist.log
W0411 07:51:16.608722    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/User/workspaceStorage/-3667ed1a/vscode.lock
W0411 07:51:17.051305    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/logs/20250411T075034/exthost1/output_logging_20250411T075041/5-Gemini%20Code%20Assist.log
W0411 07:51:18.553367    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/logs/20250411T075034/exthost1/output_logging_20250411T075041/5-Gemini%20Code%20Assist.log
W0411 07:51:18.553419    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/User/workspaceStorage/-3667ed1a/vscode.lock
W0411 07:51:18.553432    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/User/workspaceStorage/-3667ed1a/vscode.lock
W0411 07:51:18.996377    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/logs/20250411T075034/exthost1/output_logging_20250411T075041/5-Gemini%20Code%20Assist.log
W0411 07:51:19.608148    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/logs/20250411T075034/exthost1/output_logging_20250411T075041/5-Gemini%20Code%20Assist.log
W0411 07:51:19.608185    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/User/workspaceStorage/-3667ed1a/vscode.lock
W0411 07:51:20.065595    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/logs/20250411T075034/exthost1/output_logging_20250411T075041/5-Gemini%20Code%20Assist.log
W0411 07:51:20.606129    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/logs/20250411T075034/exthost1/output_logging_20250411T075041/5-Gemini%20Code%20Assist.log
W0411 07:51:20.606162    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/User/workspaceStorage/-3667ed1a/vscode.lock
W0411 07:51:21.072404    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/logs/20250411T075034/exthost1/output_logging_20250411T075041/5-Gemini%20Code%20Assist.log
W0411 07:51:21.608918    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/logs/20250411T075034/exthost1/output_logging_20250411T075041/5-Gemini%20Code%20Assist.log
W0411 07:51:21.608945    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/User/workspaceStorage/-3667ed1a/vscode.lock
W0411 07:51:22.052043    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/logs/20250411T075034/exthost1/output_logging_20250411T075041/5-Gemini%20Code%20Assist.log
W0411 07:51:23.558346    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/logs/20250411T075034/exthost1/output_logging_20250411T075041/5-Gemini%20Code%20Assist.log
W0411 07:51:23.558377    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/User/workspaceStorage/-3667ed1a/vscode.lock
W0411 07:51:23.558410    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/User/workspaceStorage/-3667ed1a/vscode.lock
W0411 07:51:24.001026    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/logs/20250411T075034/exthost1/output_logging_20250411T075041/5-Gemini%20Code%20Assist.log
W0411 07:51:24.608743    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/logs/20250411T075034/exthost1/output_logging_20250411T075041/5-Gemini%20Code%20Assist.log
W0411 07:51:24.608768    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/User/workspaceStorage/-3667ed1a/vscode.lock
W0411 07:51:25.051435    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/logs/20250411T075034/exthost1/output_logging_20250411T075041/5-Gemini%20Code%20Assist.log
W0411 07:51:25.609636    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/logs/20250411T075034/exthost1/output_logging_20250411T075041/5-Gemini%20Code%20Assist.log
W0411 07:51:25.609664    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/User/workspaceStorage/-3667ed1a/vscode.lock
W0411 07:51:26.051451    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/logs/20250411T075034/exthost1/output_logging_20250411T075041/5-Gemini%20Code%20Assist.log
W0411 07:51:26.610035    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/logs/20250411T075034/exthost1/output_logging_20250411T075041/5-Gemini%20Code%20Assist.log
W0411 07:51:26.610087    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/User/workspaceStorage/-3667ed1a/vscode.lock
W0411 07:51:27.053731    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/logs/20250411T075034/exthost1/output_logging_20250411T075041/5-Gemini%20Code%20Assist.log
W0411 07:51:28.560326    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/logs/20250411T075034/exthost1/output_logging_20250411T075041/5-Gemini%20Code%20Assist.log
W0411 07:51:28.560364    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/User/workspaceStorage/-3667ed1a/vscode.lock
W0411 07:51:28.560374    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/User/workspaceStorage/-3667ed1a/vscode.lock
W0411 07:51:29.010222    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/logs/20250411T075034/exthost1/output_logging_20250411T075041/1-EditorConfig.log
W0411 07:51:29.010248    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/logs/20250411T075034/exthost1/output_logging_20250411T075041/5-Gemini%20Code%20Assist.log
W0411 07:51:29.611330    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/logs/20250411T075034/exthost1/output_logging_20250411T075041/5-Gemini%20Code%20Assist.log
W0411 07:51:29.611355    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/User/workspaceStorage/-3667ed1a/vscode.lock
W0411 07:51:30.061784    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/logs/20250411T075034/exthost1/output_logging_20250411T075041/5-Gemini%20Code%20Assist.log
W0411 07:51:30.612432    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/logs/20250411T075034/exthost1/output_logging_20250411T075041/5-Gemini%20Code%20Assist.log
W0411 07:51:30.612458    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/User/workspaceStorage/-3667ed1a/vscode.lock
W0411 07:51:31.061002    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/logs/20250411T075034/exthost1/output_logging_20250411T075041/5-Gemini%20Code%20Assist.log
I0411 07:51:31.156959    1749 conversation.go:905] Starting getChatIDEContext with detected intent: 
I0411 07:51:31.157094    1749 document.go:448] OtherEditType (UNKNOWN_EDIT), returning ReasonRecentlyEdited
I0411 07:51:31.157268    1749 ide_context.go:117] Unable to read file at /home/huseyinbagci973/.aiexclude
/home/huseyinbagci973
file:///home/huseyinbagci973
I0411 07:51:31.157295    1749 conversation.go:950] Unable to retrieve excluded files for request #10: open /home/huseyinbagci973/.aiexclude: no such file or directory
I0411 07:51:31.157446    1749 rag_cache.go:1105] Retrieving and scoring colocated and open files
I0411 07:51:31.157459    1749 rag_cache.go:1138] rerankByLangBoost=0
W0411 07:51:31.610960    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/logs/20250411T075034/exthost1/output_logging_20250411T075041/5-Gemini%20Code%20Assist.log
W0411 07:51:31.610987    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/User/workspaceStorage/-3667ed1a/vscode.lock
W0411 07:51:31.610996    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/logs/20250411T075034/exthost1/output_logging_20250411T075041/5-Gemini%20Code%20Assist.log
W0411 07:51:32.051859    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/logs/20250411T075034/exthost1/output_logging_20250411T075041/5-Gemini%20Code%20Assist.log
W0411 07:51:32.618624    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/logs/20250411T075034/exthost1/output_logging_20250411T075041/1-EditorConfig.log
W0411 07:51:32.618648    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/logs/20250411T075034/exthost1/output_logging_20250411T075041/5-Gemini%20Code%20Assist.log
W0411 07:51:32.618658    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/User/workspaceStorage/-3667ed1a/vscode.lock
W0411 07:51:33.068997    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/logs/20250411T075034/exthost1/output_logging_20250411T075041/4-Cloud%20Code%20Yaml%20Support.log
W0411 07:51:33.069024    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/logs/20250411T075034/exthost1/output_logging_20250411T075041/5-Gemini%20Code%20Assist.log
W0411 07:51:33.610687    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/logs/20250411T075034/exthost1/output_logging_20250411T075041/5-Gemini%20Code%20Assist.log
W0411 07:51:33.610711    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/User/workspaceStorage/-3667ed1a/vscode.lock
W0411 07:51:33.984079    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/logs/20250411T075034/exthost1/output_logging_20250411T075041/4-Cloud%20Code%20Yaml%20Support.log
W0411 07:51:33.984109    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/logs/20250411T075034/exthost1/output_logging_20250411T075041/5-Gemini%20Code%20Assist.log
W0411 07:51:34.613664    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/logs/20250411T075034/exthost1/output_logging_20250411T075041/5-Gemini%20Code%20Assist.log
W0411 07:51:34.613689    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/User/workspaceStorage/-3667ed1a/vscode.lock
W0411 07:51:35.056693    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/logs/20250411T075034/exthost1/output_logging_20250411T075041/5-Gemini%20Code%20Assist.log
W0411 07:51:35.613690    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/logs/20250411T075034/exthost1/output_logging_20250411T075041/5-Gemini%20Code%20Assist.log
W0411 07:51:35.613717    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/User/workspaceStorage/-3667ed1a/vscode.lock
W0411 07:51:36.059884    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/logs/20250411T075034/exthost1/output_logging_20250411T075041/5-Gemini%20Code%20Assist.log
W0411 07:51:36.614922    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/logs/20250411T075034/exthost1/output_logging_20250411T075041/1-EditorConfig.log
W0411 07:51:36.614947    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/logs/20250411T075034/exthost1/output_logging_20250411T075041/5-Gemini%20Code%20Assist.log
W0411 07:51:36.614957    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/User/workspaceStorage/-3667ed1a/vscode.lock
W0411 07:51:37.057111    1749 rag_cache.go:959] DidChangeWatchedFiles Cached error: trying to get document with URI uncached: file:///home/huseyinbagci973/.codeoss/data/logs/20250411T075034/exthost1/output_logging_20250411T075041/5-Gemini%20Code%20Assist.log
